Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtFinType1,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,AgeBuilt,AgeRemodeled,AgeGarage,MSSubClass_30,MSZoning_C (all),MSZoning_RM,CentralAir_N,CentralAir_Y,GarageType_Attchd,GarageType_Detchd
371,64.33333333333333,8121.0,6.0,5.0,2000.0,2000.0,4.0,1.0,0.0,953.0,953.0,711.0,1664.0,2.0,1.0,3.0,3.0,2000.0,2.0,2.0,460.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
372,80.0,17120.0,4.0,4.0,1959.0,1959.0,0.0,0.0,0.0,0.0,1120.0,468.0,1588.0,2.0,1.0,3.0,4.0,1991.0,3.0,2.0,680.0,63.0,63.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
373,50.0,7175.0,6.0,5.0,1984.0,1984.0,4.0,5.0,623.0,744.0,752.0,0.0,752.0,1.0,1.0,3.0,0.0,1984.0,1.0,1.0,264.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
374,79.0,10634.0,5.0,6.0,1953.0,1953.0,3.0,4.0,428.0,608.0,1319.0,0.0,1319.0,1.0,1.0,3.0,0.0,1953.0,1.0,1.0,270.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
375,65.0,8200.0,7.0,5.0,2003.0,2004.0,4.0,1.0,0.0,847.0,847.0,1081.0,1928.0,2.0,1.0,4.0,4.0,2003.0,3.0,2.0,434.0,19.0,18.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,60.66666666666666,10020.0,1.0,1.0,1922.0,1950.0,2.0,4.0,350.0,683.0,904.0,0.0,904.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,72.0,2022.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
377,57.0,8846.0,5.0,5.0,1996.0,1996.0,4.0,6.0,298.0,870.0,914.0,0.0,914.0,1.0,1.0,3.0,0.0,1998.0,1.0,2.0,576.0,26.0,26.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
378,102.0,11143.0,8.0,5.0,2004.0,2005.0,4.0,1.0,0.0,1580.0,1580.0,886.0,2466.0,3.0,1.0,4.0,4.0,2004.0,2.0,2.0,610.0,18.0,17.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
379,88.0,11394.0,9.0,2.0,2010.0,2010.0,5.0,6.0,1445.0,1856.0,1856.0,0.0,1856.0,1.0,1.0,5.0,5.0,2010.0,3.0,3.0,834.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
380,60.0,8123.0,6.0,5.0,2000.0,2000.0,4.0,1.0,0.0,982.0,1007.0,793.0,1800.0,2.0,1.0,3.0,3.0,2000.0,3.0,2.0,463.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
381,50.0,5000.0,5.0,6.0,1924.0,1950.0,3.0,2.0,218.0,1026.0,1026.0,665.0,1691.0,2.0,1.0,4.0,4.0,1924.0,1.0,1.0,308.0,98.0,72.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
382,60.0,7200.0,7.0,5.0,2006.0,2006.0,4.0,1.0,0.0,1293.0,1301.0,0.0,1301.0,2.0,1.0,4.0,4.0,2006.0,2.0,2.0,572.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
383,79.0,9245.0,7.0,5.0,2006.0,2006.0,4.0,1.0,0.0,939.0,939.0,858.0,1797.0,2.0,1.0,4.0,0.0,2006.0,2.0,2.0,639.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
384,60.0,9000.0,6.0,3.0,1928.0,1950.0,2.0,1.0,0.0,784.0,784.0,0.0,784.0,1.0,1.0,3.0,0.0,1950.0,1.0,2.0,360.0,94.0,72.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
385,55.66666666666666,53107.0,6.0,5.0,1992.0,1992.0,4.0,6.0,985.0,1580.0,1079.0,874.0,1953.0,2.0,1.0,4.0,2.0,1992.0,3.0,2.0,501.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
386,43.0,3182.0,8.0,5.0,2004.0,2005.0,4.0,6.0,24.0,1256.0,1269.0,0.0,1269.0,2.0,1.0,4.0,3.0,2004.0,3.0,2.0,430.0,18.0,17.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
387,58.0,8410.0,5.0,3.0,1910.0,1996.0,3.0,1.0,0.0,658.0,658.0,526.0,1184.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,112.0,26.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
388,72.0,7200.0,6.0,6.0,1976.0,1976.0,3.0,5.0,631.0,1041.0,1125.0,0.0,1125.0,1.0,1.0,3.0,2.0,1977.0,1.0,1.0,352.0,46.0,46.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
389,93.0,9382.0,7.0,5.0,1999.0,2000.0,4.0,1.0,0.0,1468.0,1479.0,0.0,1479.0,2.0,1.0,4.0,0.0,1999.0,2.0,2.0,577.0,23.0,22.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
390,96.0,12474.0,10.0,5.0,2007.0,2008.0,5.0,6.0,1280.0,1682.0,1742.0,590.0,2332.0,2.0,1.0,5.0,5.0,2008.0,3.0,3.0,846.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,50.0,8405.0,5.0,8.0,1900.0,1950.0,3.0,3.0,241.0,861.0,961.0,406.0,1367.0,1.0,1.0,3.0,0.0,1978.0,1.0,1.0,384.0,122.0,72.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
392,71.0,12209.0,6.0,5.0,2001.0,2002.0,5.0,5.0,690.0,804.0,804.0,1157.0,1961.0,2.0,1.0,4.0,3.0,2001.0,3.0,2.0,560.0,21.0,20.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
393,60.0,8339.0,5.0,7.0,1959.0,1959.0,0.0,0.0,0.0,0.0,882.0,0.0,882.0,1.0,1.0,3.0,0.0,1959.0,2.0,1.0,294.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
394,61.0,7446.0,4.0,5.0,1941.0,1950.0,3.0,3.0,266.0,788.0,788.0,0.0,788.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,81.0,72.0,2022.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
395,60.0,10134.0,5.0,6.0,1940.0,1950.0,3.0,1.0,0.0,735.0,735.0,299.0,1034.0,1.0,1.0,3.0,0.0,1940.0,1.0,1.0,240.0,82.0,72.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
396,68.0,9571.0,5.0,6.0,1956.0,1956.0,3.0,4.0,739.0,1144.0,1144.0,0.0,1144.0,1.0,1.0,3.0,0.0,1956.0,1.0,1.0,596.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
397,60.0,7200.0,5.0,5.0,1972.0,1972.0,3.0,3.0,777.0,894.0,894.0,0.0,894.0,1.0,1.0,3.0,0.0,1985.0,2.0,2.0,600.0,50.0,50.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
398,69.0,7590.0,5.0,5.0,1962.0,1962.0,3.0,5.0,540.0,864.0,876.0,936.0,1812.0,2.0,1.0,3.0,3.0,1962.0,2.0,1.0,264.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
399,60.0,8967.0,5.0,2.0,1920.0,1950.0,2.0,1.0,0.0,961.0,1077.0,0.0,1077.0,1.0,1.0,3.0,0.0,1920.0,1.0,1.0,338.0,102.0,72.0,102.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
400,65.0,8125.0,7.0,5.0,2006.0,2007.0,4.0,6.0,812.0,1092.0,1112.0,438.0,1550.0,2.0,1.0,4.0,0.0,2007.0,3.0,2.0,438.0,16.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
401,38.0,14963.0,8.0,5.0,1996.0,1996.0,4.0,6.0,786.0,1260.0,1288.0,0.0,1288.0,1.0,1.0,5.0,4.0,1996.0,3.0,2.0,500.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
402,65.0,8767.0,7.0,5.0,2005.0,2005.0,4.0,6.0,24.0,1310.0,1310.0,0.0,1310.0,2.0,1.0,4.0,4.0,2005.0,3.0,2.0,400.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
403,60.0,10200.0,5.0,8.0,1940.0,1997.0,3.0,1.0,0.0,672.0,672.0,0.0,672.0,1.0,1.0,3.0,0.0,1940.0,1.0,1.0,240.0,82.0,25.0,82.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
404,93.0,12090.0,8.0,5.0,1998.0,1998.0,4.0,1.0,0.0,1141.0,1165.0,1098.0,2263.0,2.0,1.0,4.0,3.0,1998.0,3.0,2.0,420.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
405,68.0,10364.0,6.0,5.0,1995.0,1996.0,4.0,1.0,0.0,806.0,806.0,766.0,1572.0,2.0,1.0,3.0,3.0,1995.0,3.0,2.0,373.0,27.0,26.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
406,80.0,9991.0,4.0,4.0,1976.0,1993.0,3.0,4.0,1116.0,1281.0,1620.0,0.0,1620.0,2.0,1.0,3.0,3.0,1993.0,1.0,2.0,490.0,46.0,29.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
407,51.0,10480.0,6.0,5.0,1936.0,1950.0,3.0,1.0,0.0,1064.0,1166.0,0.0,1639.0,1.0,1.0,3.0,0.0,1936.0,1.0,1.0,240.0,86.0,72.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
408,63.0,15576.0,6.0,7.0,1915.0,1976.0,4.0,1.0,0.0,840.0,840.0,840.0,1680.0,2.0,1.0,3.0,0.0,1960.0,1.0,1.0,308.0,107.0,46.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
409,109.0,14154.0,7.0,5.0,2006.0,2006.0,5.0,1.0,0.0,1063.0,1071.0,1101.0,2172.0,2.0,1.0,4.0,4.0,2006.0,2.0,3.0,947.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
410,85.0,10800.0,8.0,5.0,2007.0,2008.0,5.0,6.0,789.0,1034.0,1050.0,1028.0,2078.0,2.0,1.0,5.0,4.0,2008.0,3.0,3.0,836.0,15.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
411,68.0,9571.0,5.0,3.0,1958.0,1958.0,3.0,1.0,0.0,1276.0,1276.0,0.0,1276.0,1.0,1.0,3.0,0.0,1958.0,1.0,1.0,350.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
412,100.0,34650.0,5.0,5.0,1955.0,1955.0,3.0,3.0,1056.0,1056.0,1056.0,0.0,1056.0,1.0,1.0,3.0,0.0,1955.0,3.0,2.0,572.0,67.0,67.0,67.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
413,42.0,4403.0,7.0,5.0,2009.0,2009.0,5.0,6.0,578.0,1470.0,1478.0,0.0,1478.0,2.0,1.0,4.0,4.0,2009.0,3.0,2.0,484.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
414,56.0,8960.0,5.0,6.0,1927.0,1950.0,3.0,1.0,0.0,1008.0,1028.0,0.0,1028.0,1.0,1.0,3.0,4.0,1927.0,1.0,2.0,360.0,95.0,72.0,95.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
415,59.0,11228.0,7.0,5.0,1993.0,1993.0,4.0,4.0,50.0,1080.0,1080.0,1017.0,2097.0,2.0,1.0,4.0,3.0,1993.0,1.0,3.0,678.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
416,73.0,8899.0,7.0,5.0,2007.0,2007.0,4.0,6.0,24.0,1340.0,1340.0,0.0,1340.0,2.0,1.0,4.0,0.0,2007.0,3.0,2.0,396.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
417,74.0,7844.0,6.0,7.0,1978.0,1978.0,3.0,5.0,209.0,672.0,672.0,728.0,1400.0,1.0,1.0,3.0,3.0,1978.0,3.0,2.0,440.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
418,86.0,22420.0,6.0,6.0,1918.0,1950.0,4.0,4.0,1128.0,1370.0,1370.0,1254.0,2624.0,2.0,1.0,3.0,4.0,1918.0,1.0,3.0,864.0,104.0,72.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
419,60.0,8160.0,5.0,6.0,1940.0,1950.0,3.0,5.0,312.0,756.0,756.0,378.0,1134.0,1.0,1.0,3.0,0.0,1940.0,1.0,1.0,240.0,82.0,72.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
420,65.0,8450.0,5.0,6.0,1968.0,1968.0,3.0,4.0,775.0,1056.0,1056.0,0.0,1056.0,1.0,1.0,3.0,2.0,1968.0,1.0,1.0,304.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
421,78.0,7060.0,7.0,5.0,1997.0,1998.0,4.0,6.0,1309.0,1344.0,1344.0,0.0,1344.0,2.0,2.0,3.0,0.0,1997.0,3.0,4.0,784.0,25.0,24.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
422,95.33333333333331,16635.0,6.0,7.0,1977.0,2000.0,4.0,5.0,1246.0,1602.0,1602.0,0.0,1602.0,2.0,1.0,4.0,3.0,1977.0,3.0,2.0,529.0,45.0,22.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
423,100.0,21750.0,5.0,5.0,1954.0,1954.0,3.0,1.0,0.0,988.0,988.0,0.0,988.0,1.0,1.0,3.0,0.0,1954.0,2.0,2.0,520.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
424,80.0,9200.0,8.0,5.0,1998.0,1998.0,4.0,6.0,986.0,1470.0,1470.0,1160.0,2630.0,2.0,1.0,4.0,3.0,1998.0,3.0,3.0,696.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
425,72.0,9000.0,6.0,5.0,1956.0,1956.0,4.0,2.0,616.0,1196.0,1196.0,0.0,1196.0,1.0,1.0,3.0,4.0,1956.0,2.0,1.0,297.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
426,60.0,3378.0,7.0,8.0,1946.0,1992.0,3.0,1.0,0.0,651.0,707.0,682.0,1389.0,1.0,1.0,3.0,4.0,1947.0,1.0,1.0,240.0,76.0,30.0,75.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
427,72.33333333333333,12800.0,7.0,5.0,1989.0,1989.0,4.0,6.0,1518.0,1518.0,1644.0,0.0,1644.0,2.0,1.0,4.0,3.0,1989.0,3.0,2.0,569.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
428,77.0,8593.0,4.0,6.0,1957.0,1957.0,3.0,3.0,288.0,907.0,907.0,0.0,907.0,1.0,1.0,3.0,0.0,1964.0,1.0,1.0,352.0,65.0,65.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
429,64.0,6762.0,7.0,5.0,2007.0,2007.0,4.0,6.0,664.0,1208.0,1208.0,0.0,1208.0,2.0,1.0,4.0,0.0,2007.0,2.0,2.0,628.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
430,130.0,11457.0,6.0,5.0,1988.0,1988.0,4.0,6.0,1005.0,1392.0,1412.0,0.0,1412.0,2.0,1.0,4.0,3.0,1988.0,1.0,2.0,576.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
431,21.0,1680.0,6.0,5.0,1971.0,1971.0,3.0,5.0,387.0,483.0,483.0,504.0,987.0,1.0,1.0,3.0,0.0,1971.0,1.0,1.0,264.0,51.0,51.0,51.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
432,60.0,5586.0,6.0,7.0,1920.0,1998.0,3.0,1.0,0.0,901.0,1088.0,110.0,1198.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,102.0,24.0,2022.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
433,24.0,1920.0,5.0,5.0,1971.0,1971.0,3.0,5.0,471.0,765.0,765.0,600.0,1365.0,1.0,1.0,3.0,0.0,1971.0,1.0,2.0,440.0,51.0,51.0,51.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
434,100.0,10839.0,6.0,5.0,1997.0,1998.0,4.0,1.0,0.0,926.0,926.0,678.0,1604.0,2.0,1.0,3.0,3.0,1997.0,3.0,2.0,470.0,25.0,24.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
435,21.0,1890.0,4.0,7.0,1972.0,1972.0,4.0,5.0,495.0,630.0,630.0,0.0,630.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,2022.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
436,43.0,10667.0,7.0,6.0,1996.0,1996.0,4.0,6.0,385.0,799.0,827.0,834.0,1661.0,2.0,1.0,4.0,3.0,1996.0,2.0,2.0,550.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
437,40.0,4400.0,6.0,8.0,1920.0,1950.0,2.0,1.0,0.0,648.0,734.0,384.0,1118.0,1.0,1.0,3.0,0.0,1990.0,1.0,2.0,440.0,102.0,72.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
438,50.0,6000.0,6.0,7.0,1926.0,2004.0,3.0,1.0,0.0,884.0,904.0,0.0,904.0,1.0,1.0,3.0,0.0,1926.0,1.0,1.0,180.0,96.0,18.0,96.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
439,40.0,4280.0,5.0,6.0,1913.0,2002.0,3.0,2.0,365.0,440.0,694.0,0.0,694.0,1.0,1.0,4.0,4.0,1990.0,1.0,1.0,352.0,109.0,20.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
440,67.0,12354.0,6.0,8.0,1920.0,2000.0,3.0,1.0,0.0,684.0,684.0,512.0,1196.0,1.0,1.0,4.0,0.0,2005.0,1.0,2.0,528.0,102.0,22.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
441,105.0,15431.0,10.0,5.0,2008.0,2008.0,5.0,6.0,1767.0,3094.0,2402.0,0.0,2402.0,2.0,1.0,5.0,4.0,2008.0,3.0,3.0,672.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
442,92.0,12108.0,4.0,4.0,1955.0,1955.0,3.0,5.0,133.0,1440.0,1440.0,0.0,1440.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,52.0,6240.0,5.0,7.0,1930.0,1992.0,3.0,1.0,0.0,1078.0,1128.0,445.0,1573.0,2.0,1.0,3.0,4.0,1930.0,1.0,2.0,360.0,92.0,30.0,92.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
444,53.0,3922.0,7.0,5.0,2006.0,2007.0,5.0,1.0,0.0,1258.0,1258.0,0.0,1258.0,2.0,1.0,4.0,4.0,2007.0,3.0,3.0,648.0,16.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
445,70.0,8750.0,7.0,5.0,1994.0,1995.0,4.0,6.0,642.0,915.0,933.0,975.0,1908.0,2.0,1.0,4.0,3.0,1994.0,1.0,2.0,493.0,28.0,27.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
446,73.0,9855.0,6.0,5.0,1956.0,1956.0,3.0,1.0,0.0,1436.0,1689.0,0.0,1689.0,1.0,1.0,3.0,4.0,1956.0,1.0,2.0,480.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
447,137.0,16492.0,6.0,6.0,1966.0,2002.0,3.0,5.0,247.0,1517.0,1888.0,0.0,1888.0,2.0,1.0,4.0,4.0,1966.0,3.0,2.0,578.0,56.0,20.0,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
448,82.33333333333333,11214.0,7.0,5.0,1998.0,1999.0,4.0,1.0,0.0,930.0,956.0,930.0,1886.0,2.0,1.0,4.0,3.0,1998.0,3.0,2.0,431.0,24.0,23.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
449,50.0,8600.0,6.0,6.0,1937.0,1950.0,3.0,1.0,0.0,780.0,780.0,596.0,1376.0,2.0,1.0,3.0,4.0,1937.0,1.0,1.0,198.0,85.0,72.0,85.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
450,50.0,6000.0,3.0,7.0,1948.0,2002.0,3.0,5.0,331.0,649.0,679.0,504.0,1183.0,1.0,1.0,3.0,0.0,1981.0,1.0,1.0,308.0,74.0,20.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
451,70.0,5684.0,6.0,8.0,1930.0,2005.0,3.0,1.0,0.0,813.0,813.0,0.0,813.0,1.0,1.0,4.0,0.0,1932.0,1.0,1.0,270.0,92.0,17.0,90.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
452,62.0,70761.0,7.0,5.0,1975.0,1975.0,4.0,5.0,655.0,1533.0,1533.0,0.0,1533.0,2.0,1.0,4.0,3.0,1975.0,1.0,2.0,576.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
453,65.33333333333333,9303.0,6.0,5.0,1996.0,1997.0,5.0,5.0,742.0,872.0,888.0,868.0,1756.0,2.0,1.0,3.0,0.0,1996.0,3.0,2.0,422.0,26.0,25.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
454,75.0,9000.0,8.0,5.0,2008.0,2008.0,4.0,1.0,0.0,768.0,786.0,804.0,1590.0,2.0,1.0,4.0,0.0,2008.0,2.0,2.0,676.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
455,63.0,9297.0,5.0,5.0,1976.0,1976.0,3.0,5.0,1606.0,1728.0,1728.0,0.0,1728.0,2.0,2.0,3.0,0.0,1976.0,1.0,2.0,560.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
456,80.0,9600.0,7.0,6.0,1973.0,1973.0,3.0,5.0,916.0,1242.0,1242.0,0.0,1242.0,1.0,1.0,3.0,3.0,1973.0,1.0,2.0,528.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
457,34.0,4571.0,5.0,5.0,1916.0,1950.0,3.0,1.0,0.0,624.0,624.0,720.0,1344.0,1.0,1.0,3.0,0.0,1916.0,1.0,3.0,513.0,106.0,72.0,106.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
458,55.66666666666666,53227.0,4.0,6.0,1954.0,1994.0,4.0,4.0,1116.0,1364.0,1663.0,0.0,1663.0,1.0,1.0,4.0,4.0,1954.0,3.0,2.0,529.0,68.0,28.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
459,47.333333333333336,5100.0,8.0,7.0,1925.0,1996.0,3.0,1.0,0.0,588.0,833.0,833.0,1666.0,1.0,1.0,4.0,4.0,1925.0,1.0,1.0,228.0,97.0,26.0,97.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
460,65.33333333333333,7015.0,5.0,4.0,1950.0,1950.0,3.0,2.0,185.0,709.0,979.0,224.0,1203.0,1.0,1.0,4.0,3.0,1950.0,1.0,1.0,352.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
461,75.0,8004.0,8.0,5.0,2009.0,2009.0,4.0,6.0,544.0,832.0,832.0,1103.0,1935.0,2.0,1.0,3.0,0.0,2009.0,3.0,2.0,552.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,60.0,7200.0,7.0,9.0,1936.0,2007.0,4.0,5.0,350.0,560.0,575.0,560.0,1135.0,1.0,1.0,4.0,0.0,1971.0,2.0,2.0,576.0,86.0,15.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
463,60.0,8281.0,5.0,5.0,1965.0,1965.0,3.0,3.0,553.0,864.0,864.0,0.0,864.0,1.0,1.0,3.0,1.0,1965.0,1.0,1.0,360.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
464,74.0,11988.0,6.0,7.0,1934.0,1995.0,3.0,2.0,326.0,715.0,849.0,811.0,1660.0,1.0,1.0,3.0,4.0,1939.0,1.0,1.0,240.0,88.0,27.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
465,60.0,8430.0,5.0,5.0,1978.0,1978.0,4.0,3.0,616.0,1040.0,1040.0,0.0,1040.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
466,43.0,3072.0,7.0,5.0,2004.0,2004.0,4.0,1.0,0.0,1375.0,1414.0,0.0,1414.0,2.0,1.0,4.0,3.0,2004.0,3.0,2.0,398.0,18.0,18.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
467,85.0,10628.0,7.0,5.0,1970.0,1970.0,3.0,6.0,778.0,1277.0,1277.0,0.0,1277.0,1.0,1.0,3.0,1.0,1970.0,1.0,2.0,526.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
468,79.0,9480.0,5.0,7.0,1942.0,1995.0,3.0,2.0,386.0,728.0,888.0,756.0,1644.0,1.0,1.0,4.0,4.0,1942.0,1.0,1.0,312.0,80.0,27.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
469,98.0,11428.0,8.0,5.0,2006.0,2006.0,4.0,1.0,0.0,1626.0,1634.0,0.0,1634.0,2.0,1.0,4.0,4.0,2006.0,2.0,3.0,866.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
470,76.0,9291.0,6.0,5.0,1993.0,1993.0,4.0,6.0,426.0,832.0,832.0,878.0,1710.0,2.0,1.0,4.0,0.0,1993.0,2.0,2.0,506.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
471,65.0,6820.0,8.0,5.0,1985.0,1985.0,4.0,6.0,368.0,1488.0,1502.0,0.0,1502.0,1.0,1.0,4.0,0.0,1985.0,2.0,2.0,528.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
472,92.0,11952.0,7.0,6.0,1977.0,1977.0,4.0,1.0,0.0,808.0,1161.0,808.0,1969.0,2.0,1.0,3.0,4.0,1977.0,2.0,2.0,534.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
473,35.0,3675.0,6.0,5.0,2005.0,2005.0,4.0,6.0,459.0,547.0,1072.0,0.0,1072.0,1.0,1.0,3.0,0.0,2005.0,2.0,2.0,525.0,17.0,17.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
